personalParticipantCode;generalLoginCode;committed;scheduled;published;osVersion;smartphoneType;screening;description;delay;duration;groupsize;partner_gender;partner_close;interaction_quality;interaction_intimacy;interaction_control;interaction_intensity;emo_happy;emo_sad;emo_nervous;emo_surprise;emo_angry;emo_embarrassed;emo_ashamed;dataquality
s4sm1bs4;EMOTIONALITY;11-Mar-2025 21:03:23;11-Mar-2025 19:37:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;09-Mar-2025 15:28:24;09-Mar-2025 12:03:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Meeting new Friends;1;5;4;2;4;3;3;4;2;4;1;4;4;1;1;1;1
s4sm1bs4;EMOTIONALITY;09-Mar-2025 19:00:26;09-Mar-2025 17:00:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Partner;1;4;2;2;7;5;4;3;4;5;1;1;3;1;1;1;1
s4sm1bs4;EMOTIONALITY;08-Mar-2025 18:44:07;08-Mar-2025 15:25:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 21:02:01;11-Mar-2025 18:01:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 21:03:19;11-Mar-2025 19:02:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Meeting at work ;4;5;5;2;2;3;2;4;3;2;4;5;3;2;2;2;1
s4sm1bs4;EMOTIONALITY;09-Mar-2025 20:01:53;09-Mar-2025 19:08:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;09-Mar-2025 18:59:23;09-Mar-2025 15:55:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;08-Mar-2025 12:27:54;08-Mar-2025 11:36:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Talking with my partner;1;5;2;2;7;5;4;2;4;4;1;1;1;1;1;1;1
s4sm1bs4;EMOTIONALITY;11-Mar-2025 07:24:25;10-Mar-2025 15:23:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Buying lunch ;4;1;2;2;1;2;1;4;1;3;1;3;3;1;1;1;1
s4sm1bs4;EMOTIONALITY;08-Mar-2025 13:22:15;08-Mar-2025 13:22:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 07:25:43;10-Mar-2025 20:14:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Talking to my Partner;4;3;2;2;7;4;3;2;4;2;4;4;1;3;1;1;1
s4sm1bs4;EMOTIONALITY;08-Mar-2025 18:44:03;08-Mar-2025 17:01:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 11:11:02;11-Mar-2025 09:58:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Meeting my former supervisor;4;2;2;1;5;3;4;2;4;2;4;5;1;2;2;4;1
s4sm1bs4;EMOTIONALITY;11-Mar-2025 07:21:27;10-Mar-2025 10:56:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;09-Mar-2025 20:01:57;09-Mar-2025 19:58:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;10-Mar-2025 10:05:24;10-Mar-2025 10:04:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Business Meeting ;1;4;18;2;1;1;1;5;1;1;4;4;1;2;1;1;1
s4sm1bs4;EMOTIONALITY;09-Mar-2025 15:28:32;09-Mar-2025 15:22:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 07:21:32;10-Mar-2025 11:56:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;09-Mar-2025 10:30:30;08-Mar-2025 20:17:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Partner;3;2;2;2;7;3;4;1;2;3;1;1;3;2;1;1;1
s4sm1bs4;EMOTIONALITY;11-Mar-2025 21:01:51;11-Mar-2025 16:40:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;09-Mar-2025 15:28:28;09-Mar-2025 14:16:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;08-Mar-2025 11:25:26;08-Mar-2025 10:31:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Meeting neighbours;1;1;3;1;4;3;2;3;1;3;1;2;1;1;1;1;1
s4sm1bs4;EMOTIONALITY;08-Mar-2025 18:43:57;08-Mar-2025 18:39:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;true;Meeting a friend;4;5;2;1;6;5;4;3;4;5;1;1;1;1;1;1;1
s4sm1bs4;EMOTIONALITY;11-Mar-2025 21:01:56;11-Mar-2025 17:12:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
s4sm1bs4;EMOTIONALITY;11-Mar-2025 07:21:37;10-Mar-2025 13:51:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone12,8;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;10-Mar-2025 12:29:33;10-Mar-2025 12:17:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;true;Sebding a package;1;1;2;1;2;3;1;3;3;2;2;2;2;2;3;3;1
odsv4l6h;EMOTIONALITY;10-Mar-2025 16:58:09;10-Mar-2025 16:55:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;10-Mar-2025 11:59:49;10-Mar-2025 11:35:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;true;Went to Aldi;3;1;2;1;2;4;2;3;3;4;2;3;2;1;2;2;1
odsv4l6h;EMOTIONALITY;11-Mar-2025 10:21:40;10-Mar-2025 19:46:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;10-Mar-2025 16:58:13;10-Mar-2025 14:05:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;11-Mar-2025 07:31:17;10-Mar-2025 18:24:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;11-Mar-2025 10:21:30;11-Mar-2025 10:16:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;10-Mar-2025 16:58:19;10-Mar-2025 10:56:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
odsv4l6h;EMOTIONALITY;10-Mar-2025 15:55:38;10-Mar-2025 15:47:00;07-Mar-2025 12:43:04;iOS 18.3.1;iPhone14,6;false;;;;;;;;;;;;;;;;;;
u1hjr78d;EMOTIONALITY;11-Mar-2025 19:06:04;11-Mar-2025 12:55:00;07-Mar-2025 12:43:04;Android 15;2306EPN60G;true;Meeting with team members;4;5;3;1;4;4;2;2;2;4;1;2;1;2;1;1;1
